"ZIP","FIPS","CountyName","St","Name","Lat","Long","Enc_ZIP","Pops","Area","PopDensity"
61745,17113,"McLean","IL","61745 Heyworth",40.334859,-88.993579,"",0,0,0
61747,17179,"Tazewell","IL","61747 Hopedale",40.423888,-89.422852,"",0,0,0
61748,17113,"McLean","IL","61748 Hudson",40.627936,-88.957451,"",0,0,0
61749,17039,"De Witt","IL","61749 Kenney",40.096506,-89.083269,"",0,0,0
61750,17039,"De Witt","IL","61750 Lane",40.121439,-88.856020,"61727",0,0,0
61751,17107,"Logan","IL","61751 Lawndale",40.219375,-89.280209,"62656",0,0,0
61752,17113,"McLean","IL","61752 Le Roy",40.348049,-88.761110,"",0,0,0
61753,17113,"McLean","IL","61753 Lexington",40.641755,-88.784523,"",0,0,0
61754,17113,"McLean","IL","61754 MC Lean",40.333756,-89.149640,"",0,0,0
61755,17179,"Tazewell","IL","61755 Mackinaw",40.555875,-89.332889,"",0,0,0
61756,17115,"Macon","IL","61756 Maroa",40.039194,-88.948124,"",0,0,0
61758,17113,"McLean","IL","61758 Merna",40.515956,-88.826014,"61761",0,0,0
61759,17179,"Tazewell","IL","61759 Minier",40.434482,-89.314090,"",0,0,0
61760,17203,"Woodford","IL","61760 Minonk",40.901766,-89.034111,"",0,0,0
61761,17113,"McLean","IL","61761 Normal",40.516593,-88.980214,"",0,0,0
61764,17105,"Livingston","IL","61764 Pontiac",40.880314,-88.631425,"",0,0,0
61769,17105,"Livingston","IL","61769 Saunemin",40.907410,-88.452582,"",0,0,0
61770,17113,"McLean","IL","61770 Saybrook",40.425572,-88.528300,"",0,0,0
61771,17203,"Woodford","IL","61771 Secor",40.706375,-89.110011,"",0,0,0
61772,17113,"McLean","IL","61772 Shirley",40.394585,-89.038235,"",0,0,0
61773,17053,"Ford","IL","61773 Sibley",40.570320,-88.385237,"",0,0,0
61774,17113,"McLean","IL","61774 Stanford",40.428019,-89.208647,"",0,0,0
61775,17105,"Livingston","IL","61775 Strawn",40.657523,-88.442765,"",0,0,0
61776,17113,"McLean","IL","61776 Towanda",40.565201,-88.893410,"",0,0,0
61777,17039,"De Witt","IL","61777 Wapella",40.222095,-88.959935,"",0,0,0
61778,17039,"De Witt","IL","61778 Waynesville",40.253223,-89.091032,"",0,0,0
61790,17113,"McLean","IL","61790 Normal",40.522368,-89.009044,"",0,0,0
61791,17113,"McLean","IL","61791 Bloomington",40.476952,-88.952893,"61701",0,0,0
61799,17113,"McLean","IL","61799 Bloomington",40.488425,-88.941947,"61704",0,0,0
61801,17019,"Champaign","IL","61801 Urbana",40.105594,-88.211919,"",0,0,0
61802,17019,"Champaign","IL","61802 Urbana",40.117811,-88.186325,"",0,0,0
61803,17019,"Champaign","IL","61803 Urbana",40.111921,-88.207296,"61801",0,0,0
61810,17183,"Vermilion","IL","61810 Allerton",39.917065,-87.919089,"",0,0,0
61811,17183,"Vermilion","IL","61811 Alvin",40.282139,-87.613714,"",0,0,0
61812,17183,"Vermilion","IL","61812 Armstrong",40.277264,-87.888103,"",0,0,0
61813,17147,"Piatt","IL","61813 Bement",39.922941,-88.570816,"",0,0,0
61814,17183,"Vermilion","IL","61814 Bismarck",40.249521,-87.608651,"",0,0,0
61815,17019,"Champaign","IL","61815 Bondville",40.110101,-88.369502,"61822",0,0,0
61816,17019,"Champaign","IL","61816 Broadlands",39.924248,-88.009604,"",0,0,0
61817,17183,"Vermilion","IL","61817 Catlin",40.027926,-87.714296,"",0,0,0
61818,17147,"Piatt","IL","61818 Cerro Gordo",39.880048,-88.729678,"",0,0,0
61820,17019,"Champaign","IL","61820 Champaign",40.111675,-88.246531,"",0,0,0
61821,17019,"Champaign","IL","61821 Champaign",40.108999,-88.276034,"",0,0,0
61822,17019,"Champaign","IL","61822 Champaign",40.106518,-88.306097,"",0,0,0
61824,17019,"Champaign","IL","61824 Champaign",40.137988,-88.277064,"61821",0,0,0
61825,17019,"Champaign","IL","61825 Champaign",40.111421,-88.230400,"61820",0,0,0
61826,17019,"Champaign","IL","61826 Champaign",40.111715,-88.278937,"61821",0,0,0
61830,17147,"Piatt","IL","61830 Cisco",39.996937,-88.733209,"",0,0,0
61831,17183,"Vermilion","IL","61831 Collison",40.225058,-87.798676,"",0,0,0
61832,17183,"Vermilion","IL","61832 Danville",40.138519,-87.626893,"",0,0,0
61833,17183,"Vermilion","IL","61833 Tilton",40.094574,-87.641456,"",0,0,0
61834,17183,"Vermilion","IL","61834 Danville",40.139664,-87.664014,"",0,0,0
61839,17147,"Piatt","IL","61839 De Land",40.122074,-88.637443,"",0,0,0
61840,17019,"Champaign","IL","61840 Dewey",40.311017,-88.301063,"",0,0,0
61841,17183,"Vermilion","IL","61841 Fairmount",40.026392,-87.841311,"",0,0,0
61842,17039,"De Witt","IL","61842 Farmer City",40.243219,-88.642459,"",0,0,0
61843,17019,"Champaign","IL","61843 Fisher",40.325432,-88.379280,"",0,0,0
61844,17183,"Vermilion","IL","61844 Fithian",40.135618,-87.863480,"",0,0,0
61845,17019,"Champaign","IL","61845 Foosland",40.369172,-88.402485,"",0,0,0
61846,17183,"Vermilion","IL","61846 Georgetown",39.975398,-87.634975,"",0,0,0
61847,17019,"Champaign","IL","61847 Gifford",40.312734,-88.029413,"",0,0,0
61848,17183,"Vermilion","IL","61848 Henning",40.305167,-87.701101,"60963",0,0,0
61849,17019,"Champaign","IL","61849 Homer",40.033373,-87.958656,"",0,0,0
61850,17183,"Vermilion","IL","61850 Indianola",39.938314,-87.749620,"",0,0,0
61851,17019,"Champaign","IL","61851 Ivesdale",39.944659,-88.456105,"",0,0,0
61852,17019,"Champaign","IL","61852 Longview",39.900215,-88.084950,"",0,0,0
61853,17019,"Champaign","IL","61853 Mahomet",40.195494,-88.404832,"",0,0,0
61854,17147,"Piatt","IL","61854 Mansfield",40.207082,-88.520218,"",0,0,0
61855,17147,"Piatt","IL","61855 Milmine",39.919648,-88.668788,"",0,0,0
61856,17147,"Piatt","IL","61856 Monticello",40.031354,-88.572900,"",0,0,0
61857,17183,"Vermilion","IL","61857 Muncie",40.115560,-87.844987,"61844",0,0,0
61858,17183,"Vermilion","IL","61858 Oakwood",40.115148,-87.776875,"",0,0,0
61859,17019,"Champaign","IL","61859 Ogden",40.134571,-87.978118,"",0,0,0
61862,17019,"Champaign","IL","61862 Penfield",40.305455,-87.947779,"",0,0,0
61863,17019,"Champaign","IL","61863 Pesotum",39.908171,-88.280308,"",0,0,0
61864,17019,"Champaign","IL","61864 Philo",39.989389,-88.147170,"",0,0,0
61865,17183,"Vermilion","IL","61865 Potomac",40.305481,-87.801214,"",0,0,0
61866,17019,"Champaign","IL","61866 Rantoul",40.309439,-88.151723,"",0,0,0
61870,17183,"Vermilion","IL","61870 Ridge Farm",39.909478,-87.611685,"",0,0,0
61871,17019,"Champaign","IL","61871 Royal",40.192878,-87.973817,"61859",0,0,0
61872,17019,"Champaign","IL","61872 Sadorus",39.952567,-88.366484,"",0,0,0
61873,17019,"Champaign","IL","61873 Saint Joseph",40.116704,-88.034559,"",0,0,0
61874,17019,"Champaign","IL","61874 Savoy",40.066185,-88.246467,"",0,0,0
61875,17019,"Champaign","IL","61875 Seymour",40.117866,-88.426614,"",0,0,0
61876,17183,"Vermilion","IL","61876 Sidell",39.910731,-87.820847,"",0,0,0
61877,17019,"Champaign","IL","61877 Sidney",40.003379,-88.085551,"",0,0,0
61878,17019,"Champaign","IL","61878 Thomasboro",40.241609,-88.155117,"",0,0,0
61880,17019,"Champaign","IL","61880 Tolono",39.985230,-88.260731,"",0,0,0
61882,17039,"De Witt","IL","61882 Weldon",40.119400,-88.749728,"",0,0,0
61883,17183,"Vermilion","IL","61883 Westville",40.042431,-87.632419,"",0,0,0
61884,17147,"Piatt","IL","61884 White Heath",40.124971,-88.484268,"",0,0,0
61910,17041,"Douglas","IL","61910 Arcola",39.685815,-88.308805,"",0,0,0
61911,17041,"Douglas","IL","61911 Arthur",39.711950,-88.467833,"",0,0,0
61912,17029,"Coles","IL","61912 Ashmore",39.528890,-88.042881,"",0,0,0
61913,17041,"Douglas","IL","61913 Atwood",39.824586,-88.456628,"",0,0,0
61914,17139,"Moultrie","IL","61914 Bethany",39.645459,-88.738073,"",0,0,0
61917,17045,"Edgar","IL","61917 Brocton",39.704067,-87.923997,"",0,0,0
61919,17041,"Douglas","IL","61919 Camargo",39.787553,-88.157377,"",0,0,0
61920,17029,"Coles","IL","61920 Charleston",39.487454,-88.171168,"",0,0,0
61924,17045,"Edgar","IL","61924 Chrisman",39.802897,-87.673563,"",0,0,0
61925,17139,"Moultrie","IL","61925 Dalton City",39.728904,-88.812523,"",0,0,0
61928,17139,"Moultrie","IL","61928 Gays",39.458932,-88.496654,"",0,0,0
61929,17147,"Piatt","IL","61929 Hammond",39.825916,-88.603755,"",0,0,0
61930,17041,"Douglas","IL","61930 Hindsboro",39.689449,-88.133812,"",0,0,0
61931,17029,"Coles","IL","61931 Humboldt",39.601772,-88.313140,"",0,0,0
61932,17045,"Edgar","IL","61932 Hume",39.798388,-87.875535,"",0,0,0
61933,17045,"Edgar","IL","61933 Kansas",39.540914,-87.915326,"",0,0,0
61936,17147,"Piatt","IL","61936 La Place",39.891182,-88.728510,"61818",0,0,0
61937,17139,"Moultrie","IL","61937 Lovington",39.718156,-88.638651,"",0,0,0
61938,17029,"Coles","IL","61938 Mattoon",39.474143,-88.374466,"",0,0,0
61940,17045,"Edgar","IL","61940 Metcalf",39.784422,-87.798682,"",0,0,0
61941,17041,"Douglas","IL","61941 Murdock",39.800347,-88.078219,"61919",0,0,0
61942,17041,"Douglas","IL","61942 Newman",39.806816,-87.993937,"",0,0,0
61943,17029,"Coles","IL","61943 Oakland",39.666240,-88.021764,"",0,0,0
61944,17045,"Edgar","IL","61944 Paris",39.609255,-87.689004,"",0,0,0
61949,17045,"Edgar","IL","61949 Redmon",39.645164,-87.860030,"61944",0,0,0
61951,17139,"Moultrie","IL","61951 Sullivan",39.595895,-88.604625,"",0,0,0
61953,17041,"Douglas","IL","61953 Tuscola",39.799905,-88.285235,"",0,0,0
61955,17045,"Edgar","IL","61955 Vermilion",39.580364,-87.587655,"61944",0,0,0
61956,17041,"Douglas","IL","61956 Villa Grove",39.863255,-88.158831,"",0,0,0
61957,17173,"Shelby","IL","61957 Windsor",39.438975,-88.594708,"",0,0,0
62001,17119,"Madison","IL","62001 Alhambra",38.884820,-89.739504,"",0,0,0
62002,17119,"Madison","IL","62002 Alton",38.908701,-90.150023,"",0,0,0
62006,17013,"Calhoun","IL","62006 Batchtown",39.036570,-90.641470,"",0,0,0
62009,17117,"Macoupin","IL","62009 Benld",39.093063,-89.802866,"",0,0,0
62010,17119,"Madison","IL","62010 Bethalto",38.912637,-90.041455,"",0,0,0
62011,17051,"Fayette","IL","62011 Bingham",39.112261,-89.213828,"",0,0,0
62012,17117,"Macoupin","IL","62012 Brighton",39.013786,-90.144607,"",0,0,0
62013,17013,"Calhoun","IL","62013 Brussels",38.949125,-90.587092,"",0,0,0
62014,17117,"Macoupin","IL","62014 Bunker Hill",39.041916,-89.952472,"",0,0,0
62015,17135,"Montgomery","IL","62015 Butler",39.215424,-89.538796,"",0,0,0
62016,17061,"Greene","IL","62016 Carrollton",39.298982,-90.407614,"",0,0,0
62017,17135,"Montgomery","IL","62017 Coffeen",39.064496,-89.385206,"",0,0,0
62018,17119,"Madison","IL","62018 Cottage Hills",38.907141,-90.082164,"",0,0,0
62019,17005,"Bond","IL","62019 Donnellson",39.027642,-89.443409,"",0,0,0
62021,17119,"Madison","IL","62021 Dorsey",38.982179,-89.988075,"",0,0,0
62022,17083,"Jersey","IL","62022 Dow",39.035905,-90.324591,"",0,0,0
62023,17117,"Macoupin","IL","62023 Eagarville",39.111714,-89.783645,"62069",0,0,0
62024,17119,"Madison","IL","62024 East Alton",38.882889,-90.094572,"",0,0,0
62025,17119,"Madison","IL","62025 Edwardsville",38.818656,-89.954798,"",0,0,0
62026,17119,"Madison","IL","62026 Edwardsville",38.793712,-89.998826,"",0,0,0
62027,17061,"Greene","IL","62027 Eldred",39.286901,-90.554514,"",0,0,0
62028,17083,"Jersey","IL","62028 Elsah",38.956446,-90.350554,"",0,0,0
62030,17083,"Jersey","IL","62030 Fidelity",39.131102,-90.155788,"",0,0,0
62031,17083,"Jersey","IL","62031 Fieldon",39.107796,-90.500072,"",0,0,0
62032,17135,"Montgomery","IL","62032 Fillmore",39.081125,-89.306738,"",0,0,0
62033,17117,"Macoupin","IL","62033 Gillespie",39.128630,-89.821927,"",0,0,0
62034,17119,"Madison","IL","62034 Glen Carbon",38.766602,-89.969626,"",0,0,0
62035,17119,"Madison","IL","62035 Godfrey",38.947676,-90.206828,"",0,0,0
62036,17013,"Calhoun","IL","62036 Golden Eagle",38.896253,-90.602518,"",0,0,0
62037,17083,"Jersey","IL","62037 Grafton",38.979084,-90.425766,"",0,0,0
62040,17119,"Madison","IL","62040 Granite City",38.724614,-90.111853,"",0,0,0
62044,17061,"Greene","IL","62044 Greenfield",39.342152,-90.210719,"",0,0,0
62045,17013,"Calhoun","IL","62045 Hamburg",39.216338,-90.689659,"",0,0,0
62046,17119,"Madison","IL","62046 Hamel",38.889122,-89.847929,"62025",0,0,0
62047,17013,"Calhoun","IL","62047 Hardin",39.153938,-90.623919,"",0,0,0
62048,17119,"Madison","IL","62048 Hartford",38.833332,-90.091964,"",0,0,0
62049,17135,"Montgomery","IL","62049 Hillsboro",39.146597,-89.490115,"",0,0,0
62050,17061,"Greene","IL","62050 Hillview",39.476200,-90.524331,"",0,0,0
62051,17135,"Montgomery","IL","62051 Irving",39.216340,-89.410918,"",0,0,0
62052,17083,"Jersey","IL","62052 Jerseyville",39.110670,-90.324680,"",0,0,0
62053,17013,"Calhoun","IL","62053 Kampsville",39.323875,-90.648023,"",0,0,0
62054,17083,"Jersey","IL","62054 Kane",39.188802,-90.313380,"",0,0,0
62056,17135,"Montgomery","IL","62056 Litchfield",39.177245,-89.653568,"",0,0,0
62058,17119,"Madison","IL","62058 Livingston",38.967580,-89.764017,"62074",0,0,0
62059,17163,"St. Clair","IL","62059 Lovejoy",38.655208,-90.167410,"62201",0,0,0
62060,17119,"Madison","IL","62060 Madison",38.682301,-90.155243,"",0,0,0
62061,17119,"Madison","IL","62061 Marine",38.786583,-89.787911,"",0,0,0
62062,17119,"Madison","IL","62062 Maryville",38.723049,-89.967053,"",0,0,0
62063,17117,"Macoupin","IL","62063 Medora",39.205897,-90.129797,"",0,0,0
62065,17013,"Calhoun","IL","62065 Michael",39.228786,-90.630742,"",0,0,0
62067,17119,"Madison","IL","62067 Moro",38.929400,-89.988282,"",0,0,0
62069,17117,"Macoupin","IL","62069 Mount Olive",39.075054,-89.726601,"",0,0,0
62070,17013,"Calhoun","IL","62070 Mozier",39.293537,-90.717142,"",0,0,0
62071,17163,"St. Clair","IL","62071 National Stock Yards",38.642194,-90.149892,"62201",0,0,0
62074,17119,"Madison","IL","62074 New Douglas",38.954928,-89.699156,"",0,0,0
62075,17135,"Montgomery","IL","62075 Nokomis",39.298722,-89.280955,"",0,0,0
62076,17135,"Montgomery","IL","62076 Ohlman",39.300291,-89.286088,"62075",0,0,0
62077,17135,"Montgomery","IL","62077 Panama",39.032113,-89.524142,"62019",0,0,0
62078,17061,"Greene","IL","62078 Patterson",39.485024,-90.473134,"62050",0,0,0
62079,17117,"Macoupin","IL","62079 Piasa",39.110955,-90.141785,"",0,0,0
62080,17051,"Fayette","IL","62080 Ramsey",39.217601,-89.188406,"",0,0,0
62081,17061,"Greene","IL","62081 Rockbridge",39.286231,-90.271652,"",0,0,0
62082,17061,"Greene","IL","62082 Roodhouse",39.485146,-90.368528,"",0,0,0
62083,17021,"Christian","IL","62083 Rosamond",39.364640,-89.190855,"",0,0,0
62084,17119,"Madison","IL","62084 Roxana",38.847790,-90.079931,"",0,0,0
62085,17117,"Macoupin","IL","62085 Sawyerville",39.079429,-89.807315,"62009",0,0,0
62086,17005,"Bond","IL","62086 Sorento",38.956947,-89.593057,"",0,0,0
62087,17119,"Madison","IL","62087 South Roxana",38.823716,-90.059538,"",0,0,0
62088,17117,"Macoupin","IL","62088 Staunton",39.016699,-89.794455,"",0,0,0
62089,17135,"Montgomery","IL","62089 Taylor Springs",39.134096,-89.490664,"62049",0,0,0
62090,17119,"Madison","IL","62090 Venice",38.671719,-90.168867,"",0,0,0
62091,17135,"Montgomery","IL","62091 Walshville",39.061895,-89.614280,"",0,0,0
62092,17061,"Greene","IL","62092 White Hall",39.436307,-90.402270,"",0,0,0
62093,17117,"Macoupin","IL","62093 Wilsonville",39.070731,-89.853080,"62033",0,0,0
62094,17135,"Montgomery","IL","62094 Witt",39.246415,-89.360785,"",0,0,0
62095,17119,"Madison","IL","62095 Wood River",38.862849,-90.086897,"",0,0,0
62097,17119,"Madison","IL","62097 Worden",38.928854,-89.843143,"",0,0,0
62098,17061,"Greene","IL","62098 Wrights",39.375448,-90.293030,"62092",0,0,0
62201,17163,"St. Clair","IL","62201 East Saint Louis",38.628071,-90.142371,"",0,0,0
62202,17163,"St. Clair","IL","62202 East Saint Louis",38.622496,-90.154088,"62201",0,0,0
62203,17163,"St. Clair","IL","62203 East Saint Louis",38.599877,-90.070759,"",0,0,0
62204,17163,"St. Clair","IL","62204 East Saint Louis",38.625895,-90.106225,"",0,0,0
62205,17163,"St. Clair","IL","62205 East Saint Louis",38.615079,-90.126432,"",0,0,0
62206,17163,"St. Clair","IL","62206 East Saint Louis",38.563609,-90.170327,"",0,0,0
62207,17163,"St. Clair","IL","62207 East Saint Louis",38.588031,-90.122427,"",0,0,0
62208,17163,"St. Clair","IL","62208 Fairview Heights",38.587395,-89.994190,"",0,0,0
62214,17189,"Washington","IL","62214 Addieville",38.364534,-89.593207,"",0,0,0
62215,17027,"Clinton","IL","62215 Albers",38.510115,-89.624219,"",0,0,0
62216,17027,"Clinton","IL","62216 Aviston",38.611930,-89.608050,"62293",0,0,0
62217,17157,"Randolph","IL","62217 Baldwin",38.178105,-89.824569,"",0,0,0
62218,17027,"Clinton","IL","62218 Bartelso",38.529130,-89.462304,"",0,0,0
62219,17027,"Clinton","IL","62219 Beckemeyer",38.605538,-89.435873,"62231",0,0,0
62220,17163,"St. Clair","IL","62220 Belleville",38.507852,-89.981909,"",0,0,0
62221,17163,"St. Clair","IL","62221 Belleville",38.524803,-89.943585,"",0,0,0
62222,17163,"St. Clair","IL","62222 Belleville",38.512618,-89.985752,"62220",0,0,0
62223,17163,"St. Clair","IL","62223 Belleville",38.550175,-90.047051,"",0,0,0
62224,17163,"St. Clair","IL","62224 Mascoutah",38.511033,-89.814261,"62258",0,0,0
62225,17163,"St. Clair","IL","62225 Scott Air Force Base",38.540757,-89.859771,"",0,0,0
62226,17163,"St. Clair","IL","62226 Belleville",38.541563,-90.001716,"",0,0,0
62230,17027,"Clinton","IL","62230 Breese",38.616237,-89.525860,"",0,0,0
62231,17027,"Clinton","IL","62231 Carlyle",38.628771,-89.362670,"",0,0,0
62232,17163,"St. Clair","IL","62232 Caseyville",38.631697,-90.025436,"",0,0,0
62233,17157,"Randolph","IL","62233 Chester",37.933161,-89.800159,"",0,0,0
62234,17119,"Madison","IL","62234 Collinsville",38.677825,-89.989748,"",0,0,0
62236,17133,"Monroe","IL","62236 Columbia",38.442362,-90.202225,"",0,0,0
62237,17157,"Randolph","IL","62237 Coulterville",38.186719,-89.603773,"",0,0,0
62238,17145,"Perry","IL","62238 Cutler",38.042869,-89.555998,"",0,0,0
62239,17163,"St. Clair","IL","62239 Dupo",38.518886,-90.205924,"",0,0,0
62240,17163,"St. Clair","IL","62240 East Carondelet",38.527106,-90.210954,"",0,0,0
62241,17157,"Randolph","IL","62241 Ellis Grove",38.010072,-89.889838,"",0,0,0
62242,17157,"Randolph","IL","62242 Evansville",38.093273,-89.947828,"",0,0,0
62243,17163,"St. Clair","IL","62243 Freeburg",38.425990,-89.911132,"",0,0,0
62244,17133,"Monroe","IL","62244 Fults",38.192536,-90.198287,"",0,0,0
62245,17027,"Clinton","IL","62245 Germantown",38.553211,-89.579726,"",0,0,0
62246,17005,"Bond","IL","62246 Greenville",38.892826,-89.404832,"",0,0,0
62247,17051,"Fayette","IL","62247 Hagarstown",38.943259,-89.169315,"62262",0,0,0
62248,17133,"Monroe","IL","62248 Hecker",38.305185,-89.994825,"",0,0,0
62249,17119,"Madison","IL","62249 Highland",38.739759,-89.669880,"",0,0,0
62250,17027,"Clinton","IL","62250 Hoffman",38.537551,-89.263694,"62801",0,0,0
62252,17027,"Clinton","IL","62252 Huey",38.603023,-89.290871,"62231",0,0,0
62253,17005,"Bond","IL","62253 Keyesport",38.770867,-89.307150,"",0,0,0
62254,17163,"St. Clair","IL","62254 Lebanon",38.605163,-89.824917,"",0,0,0
62255,17163,"St. Clair","IL","62255 Lenzburg",38.306599,-89.779473,"",0,0,0
62256,17133,"Monroe","IL","62256 Maeystown",38.223957,-90.233801,"62244",0,0,0
62257,17163,"St. Clair","IL","62257 Marissa",38.248658,-89.749112,"",0,0,0
62258,17163,"St. Clair","IL","62258 Mascoutah",38.487467,-89.799334,"",0,0,0
62259,17157,"Randolph","IL","62259 Menard",37.914803,-89.821060,"62233",0,0,0
62260,17163,"St. Clair","IL","62260 Millstadt",38.461710,-90.094831,"",0,0,0
62261,17157,"Randolph","IL","62261 Modoc",38.028450,-89.987147,"",0,0,0
62262,17005,"Bond","IL","62262 Mulberry Grove",38.926523,-89.269052,"",0,0,0
62263,17189,"Washington","IL","62263 Nashville",38.338536,-89.386463,"",0,0,0
62264,17163,"St. Clair","IL","62264 New Athens",38.323789,-89.878473,"",0,0,0
62265,17027,"Clinton","IL","62265 New Baden",38.535080,-89.697991,"",0,0,0
62266,17027,"Clinton","IL","62266 New Memphis",38.534917,-89.698333,"62265",0,0,0
62268,17189,"Washington","IL","62268 Oakdale",38.265659,-89.538666,"",0,0,0
62269,17163,"St. Clair","IL","62269 O Fallon",38.595168,-89.919042,"",0,0,0
62271,17189,"Washington","IL","62271 Okawville",38.427986,-89.513948,"",0,0,0
62272,17157,"Randolph","IL","62272 Percy",38.011795,-89.623522,"",0,0,0
62273,17119,"Madison","IL","62273 Pierron",38.779735,-89.598242,"62275",0,0,0
62274,17145,"Perry","IL","62274 Pinckneyville",38.075975,-89.385439,"",0,0,0
62275,17005,"Bond","IL","62275 Pocahontas",38.827732,-89.540938,"",0,0,0
62277,17157,"Randolph","IL","62277 Prairie du Rocher",38.087486,-90.097920,"",0,0,0
62278,17157,"Randolph","IL","62278 Red Bud",38.211259,-89.994073,"",0,0,0
62279,17133,"Monroe","IL","62279 Renault",38.153312,-90.134055,"62277",0,0,0
62280,17077,"Jackson","IL","62280 Rockwood",37.824947,-89.662584,"",0,0,0
62281,17119,"Madison","IL","62281 Saint Jacob",38.707448,-89.786974,"",0,0,0
62282,17163,"St. Clair","IL","62282 Saint Libory",38.490563,-89.798078,"62258",0,0,0
62284,17005,"Bond","IL","62284 Smithboro",38.887524,-89.312561,"",0,0,0
62285,17163,"St. Clair","IL","62285 Smithton",38.394404,-89.994093,"",0,0,0
62286,17157,"Randolph","IL","62286 Sparta",38.124674,-89.707585,"",0,0,0
62288,17157,"Randolph","IL","62288 Steeleville",38.004390,-89.665599,"",0,0,0
62289,17163,"St. Clair","IL","62289 Summerfield",38.603841,-89.806185,"62254",0,0,0
62292,17157,"Randolph","IL","62292 Tilden",38.211374,-89.681015,"62286",0,0,0
62293,17027,"Clinton","IL","62293 Trenton",38.609900,-89.668944,"",0,0,0
62294,17119,"Madison","IL","62294 Troy",38.723706,-89.883196,"",0,0,0
62295,17133,"Monroe","IL","62295 Valmeyer",38.296772,-90.305504,"",0,0,0
62297,17157,"Randolph","IL","62297 Walsh",38.056939,-89.816185,"",0,0,0
62298,17133,"Monroe","IL","62298 Waterloo",38.329221,-90.154018,"",0,0,0
62301,17001,"Adams","IL","62301 Quincy",39.932970,-91.388644,"",0,0,0
62305,17001,"Adams","IL","62305 Quincy",39.927211,-91.349836,"",0,0,0
62306,17001,"Adams","IL","62306 Quincy",39.949888,-91.362098,"62301",0,0,0
62311,17067,"Hancock","IL","62311 Augusta",40.225399,-90.957806,"",0,0,0
62312,17149,"Pike","IL","62312 Barry",39.695817,-91.041522,"",0,0,0
62313,17067,"Hancock","IL","62313 Basco",40.328170,-91.204558,"",0,0,0
62314,17149,"Pike","IL","62314 Baylis",39.727475,-90.907582,"",0,0,0
62316,17067,"Hancock","IL","62316 Bowen",40.202177,-91.046103,"",0,0,0
62319,17169,"Schuyler","IL","62319 Camden",40.153106,-90.770644,"",0,0,0
62320,17001,"Adams","IL","62320 Camp Point",40.041935,-91.064646,"",0,0,0
62321,17067,"Hancock","IL","62321 Carthage",40.413662,-91.135349,"",0,0,0
62323,17149,"Pike","IL","62323 Chambersburg",39.799884,-90.636452,"",0,0,0
62324,17001,"Adams","IL","62324 Clayton",39.989535,-90.986069,"",0,0,0
62325,17001,"Adams","IL","62325 Coatsburg",40.040188,-91.157262,"",0,0,0
62326,17109,"McDonough","IL","62326 Colchester",40.425067,-90.791114,"",0,0,0
62329,17067,"Hancock","IL","62329 Colusa",40.571235,-91.167379,"62358",0,0,0
62330,17067,"Hancock","IL","62330 Dallas City",40.622927,-91.124394,"",0,0,0
62334,17067,"Hancock","IL","62334 Elvaston",40.394917,-91.250473,"",0,0,0
62336,17067,"Hancock","IL","62336 Ferris",40.469009,-91.170635,"62321",0,0,0
62338,17001,"Adams","IL","62338 Fowler",39.984399,-91.252186,"",0,0,0
62339,17001,"Adams","IL","62339 Golden",40.120974,-91.017570,"",0,0,0
62340,17149,"Pike","IL","62340 Griggsville",39.707187,-90.726514,"",0,0,0
62341,17067,"Hancock","IL","62341 Hamilton",40.397748,-91.324251,"",0,0,0
62343,17149,"Pike","IL","62343 Hull",39.717246,-91.259165,"",0,0,0
62344,17169,"Schuyler","IL","62344 Huntsville",40.149252,-90.854258,"",0,0,0
62345,17149,"Pike","IL","62345 Kinderhook",39.660326,-91.181508,"",0,0,0
62346,17001,"Adams","IL","62346 La Prairie",40.149240,-90.975425,"",0,0,0
62347,17001,"Adams","IL","62347 Liberty",39.840884,-91.077671,"",0,0,0
62348,17001,"Adams","IL","62348 Lima",40.163633,-91.432422,"",0,0,0
62349,17001,"Adams","IL","62349 Loraine",40.153789,-91.202063,"",0,0,0
62351,17001,"Adams","IL","62351 Mendon",40.109726,-91.261075,"",0,0,0
62352,17149,"Pike","IL","62352 Milton",39.563911,-90.649571,"",0,0,0
62353,17009,"Brown","IL","62353 Mount Sterling",39.985935,-90.765961,"",0,0,0
62354,17067,"Hancock","IL","62354 Nauvoo",40.522149,-91.326303,"",0,0,0
62355,17149,"Pike","IL","62355 Nebo",39.443957,-90.787037,"",0,0,0
62356,17149,"Pike","IL","62356 New Canton",39.624673,-91.088721,"",0,0,0
62357,17149,"Pike","IL","62357 New Salem",39.707470,-90.866573,"",0,0,0
62358,17067,"Hancock","IL","62358 Niota",40.582819,-91.258343,"",0,0,0
62359,17001,"Adams","IL","62359 Paloma",40.025909,-91.195922,"",0,0,0
62360,17001,"Adams","IL","62360 Payson",39.817490,-91.249902,"",0,0,0
62361,17149,"Pike","IL","62361 Pearl",39.430187,-90.649265,"",0,0,0
62362,17149,"Pike","IL","62362 Perry",39.796571,-90.741546,"",0,0,0
62363,17149,"Pike","IL","62363 Pittsfield",39.606221,-90.806106,"",0,0,0
62365,17001,"Adams","IL","62365 Plainville",39.800758,-91.164670,"",0,0,0
62366,17149,"Pike","IL","62366 Pleasant Hill",39.443221,-90.871776,"",0,0,0
62367,17067,"Hancock","IL","62367 Plymouth",40.343469,-90.928241,"",0,0,0
62370,17149,"Pike","IL","62370 Rockport",39.536692,-91.012277,"",0,0,0
